wind_speed,1362502464,25.2,-46.8,6.4
vessel,1362502524,24,1380,53
wind_speed,1362502644,25.2,-46.8,2.6
vessel,1362502644,2,1694,23
vessel,1362502704,15,1570,66
vessel,1362502764,22,1700,14
vessel,1362502764,21,1386,40
vessel,1362502824,17,1327,89
vessel,1362502824,15,1952,40
vessel,1362502884,5,1689,77
wind_speed,1362502884,48.9,-30.3,5.2
wind_speed,1362502884,48.9,-30.3,6.3
vessel,1362502944,23,1431,19
vessel,1362502944,17,1083,10
wind_speed,1362503064,36.1,-47.5,11.8
wind_speed,1362503184,36.1,-47.5,3.4
wind_speed,1362503304,25.2,-46.8,8.7
vessel,1362503304,19,1065,20
vessel,1362503544,3,1865,79
wind_speed,1362503664,25.2,-46.8,17.4
wind_speed,1362503784,25.2,-46.8,15.7
wind_speed,1362503844,25.2,-46.8,13.9
vessel,1362503964,14,1113,16
vessel,1362503964,11,1307,74
wind_speed,1362504084,25.2,-46.8,5.8
vessel,1362504144,3,1599,5
wind_speed,1362504264,36.1,-47.5,7.5
vessel,1362504264,9,1618,72
vessel,1362504264,13,1821,76
vessel,1362504444,18,1209,51
vessel,1362504564,9,1380,54
vessel,1362504684,17,1096,43
vessel,1362504684,8,1860,51
wind_speed,1362504684,25.2,-46.8,15.0
wind_speed,1362504744,30.9,-19.2,9.1
wind_speed,1362504744,48.9,-30.3,12.2
vessel,1362504924,14,1096,16
vessel,1362504984,12,1056,81
wind_speed,1362504984,48.9,-30.3,14.3
wind_speed,1362505104,30.9,-19.2,5.2
wind_speed,1362505344,48.9,-30.3,8.8
wind_speed,1362505404,30.9,-19.2,18.8
wind_speed,1362505524,30.9,-19.2,17.0
wind_speed,1362505524,25.2,-46.8,2.0
wind_speed,1362505584,36.1,-47.5,11.9
vessel,1362505584,21,1393,44
wind_speed,1362505764,48.9,-30.3,12.5
vessel,1362505764,4,1368,61
wind_speed,1362505884,48.9,-30.3,16.6
vessel,1362506064,20,1492,58
vessel,1362506064,18,1511,89
wind_speed,1362506124,30.9,-19.2,3.1
vessel,1362506304,24,1456,98
wind_speed,1362506304,48.9,-30.3,6.8
vessel,1362506424,17,1998,90
wind_speed,1362506484,25.2,-46.8,11.2
wind_speed,1362506664,48.9,-30.3,0.4
vessel,1362506664,9,1097,42
wind_speed,1362506724,30.9,-19.2,9.3
wind_speed,1362506724,30.9,-19.2,3.3
wind_speed,1362506784,36.1,-47.5,11.0
vessel,1362506844,3,1023,62
wind_speed,1362506964,36.1,-47.5,2.4
vessel,1362507084,3,1812,75
wind_speed,1362507084,48.9,-30.3,5.1
wind_speed,1362507264,30.9,-19.2,8.7
wind_speed,1362507384,30.9,-19.2,3.7
vessel,1362507444,14,1909,2
vessel,1362507504,24,1140,83
wind_speed,1362507564,48.9,-30.3,2.4
wind_speed,1362507624,25.2,-46.8,19.0
vessel,1362507684,10,1813,7
vessel,1362507744,16,1276,31
wind_speed,1362507924,25.2,-46.8,1.7
vessel,1362507984,6,1476,78
vessel,1362507984,1,1712,92
wind_speed,1362508044,25.2,-46.8,14.9
wind_speed,1362508104,36.1,-47.5,19.7
vessel,1362508104,0,1348,25
vessel,1362508224,24,1731,59
wind_speed,1362508284,30.9,-19.2,5.5
vessel,1362508284,20,1902,23
wind_speed,1362508344,25.2,-46.8,14.8
vessel,1362508404,4,1965,76
wind_speed,1362508464,30.9,-19.2,6.9
vessel,1362508524,20,1429,32
vessel,1362508644,7,1516,95
wind_speed,1362508644,30.9,-19.2,0.5
wind_speed,1362508704,25.2,-46.8,19.6
wind_speed,1362508704,36.1,-47.5,6.8
wind_speed,1362508944,25.2,-46.8,14.1
vessel,1362509064,16,1045,36
vessel,1362509064,8,1938,18
wind_speed,1362509064,30.9,-19.2,0.9
vessel,1362509064,16,1529,19
vessel,1362509124,21,1508,0
wind_speed,1362509124,25.2,-46.8,7.9
vessel,1362509244,9,1844,74
vessel,1362509544,20,1142,67
vessel,1362509544,17,1178,22
wind_speed,1362509604,48.9,-30.3,15.0
wind_speed,1362509604,25.2,-46.8,19.5
vessel,1362509664,10,1232,12
vessel,1362509844,20,1904,40
wind_speed,1362509844,48.9,-30.3,7.9
wind_speed,1362510024,36.1,-47.5,3.7
wind_speed,1362510084,48.9,-30.3,14.6
wind_speed,1362510144,25.2,-46.8,9.5
vessel,1362510384,19,1611,33
vessel,1362510504,23,1178,3
vessel,1362510564,3,1552,71
wind_speed,1362510564,25.2,-46.8,14.5
vessel,1362510564,20,1360,67
wind_speed,1362510744,25.2,-46.8,12.8
wind_speed,1362510804,36.1,-47.5,15.4
vessel,1362510864,12,1948,23
vessel,1362510924,15,1901,91
wind_speed,1362510924,36.1,-47.5,10.8
vessel,1362510984,4,1223,27
wind_speed,1362511044,48.9,-30.3,7.1
wind_speed,1362511104,30.9,-19.2,3.2
vessel,1362511344,13,1764,93
vessel,1362511404,20,1970,82
vessel,1362511464,12,1486,26
vessel,1362511524,6,1312,31
vessel,1362511584,18,1186,67
wind_speed,1362511644,36.1,-47.5,5.4
vessel,1362511644,21,1143,35
wind_speed,1362511764,25.2,-46.8,5.6
wind_speed,1362511944,30.9,-19.2,5.6
wind_speed,1362512124,30.9,-19.2,7.8
vessel,1362512124,4,1790,98
vessel,1362512184,20,1228,61
wind_speed,1362512184,36.1,-47.5,12.9
vessel,1362512784,16,1589,17
wind_speed,1362512844,25.2,-46.8,1.3
wind_speed,1362512904,25.2,-46.8,2.1
wind_speed,1362513084,30.9,-19.2,5.6
wind_speed,1362513204,48.9,-30.3,11.1
vessel,1362513264,6,1701,4
wind_speed,1362513384,48.9,-30.3,19.3
vessel,1362513504,0,1697,17
vessel,1362513504,7,1447,57
vessel,1362513624,3,1975,78
wind_speed,1362513924,36.1,-47.5,11.7
vessel,1362513984,3,1135,36
vessel,1362514044,9,1199,41
wind_speed,1362514044,25.2,-46.8,10.3
vessel,1362514044,20,1335,23
wind_speed,1362514164,30.9,-19.2,11.4
wind_speed,1362514284,48.9,-30.3,3.6
vessel,1362514344,11,1004,4
wind_speed,1362514344,48.9,-30.3,8.8
wind_speed,1362514404,48.9,-30.3,14.6
wind_speed,1362514404,36.1,-47.5,10.6
vessel,1362514464,22,1776,9
vessel,1362514644,20,1216,57
vessel,1362514644,9,1802,48
vessel,1362514704,20,1071,9
wind_speed,1362514704,25.2,-46.8,15.9
vessel,1362514764,11,1162,81
vessel,1362514884,20,1605,79
vessel,1362515004,9,1213,32
vessel,1362515004,17,1753,30
vessel,1362515064,3,1916,32
vessel,1362515124,16,1927,33
vessel,1362515124,18,1341,5
vessel,1362515184,18,1638,99
vessel,1362515184,24,1863,96
wind_speed,1362515544,36.1,-47.5,12.7
wind_speed,1362515664,25.2,-46.8,12.3
wind_speed,1362515664,36.1,-47.5,5.5
wind_speed,1362515724,36.1,-47.5,4.5
vessel,1362515784,16,1476,98
vessel,1362515844,1,1020,73
wind_speed,1362515904,36.1,-47.5,12.5
vessel,1362515964,12,1351,23
wind_speed,1362516084,25.2,-46.8,9.8
vessel,1362516144,22,1940,30
wind_speed,1362516204,48.9,-30.3,8.4
wind_speed,1362516264,36.1,-47.5,1.0
vessel,1362516264,15,1437,7
wind_speed,1362516504,25.2,-46.8,11.0
wind_speed,1362516504,36.1,-47.5,13.4
wind_speed,1362516564,36.1,-47.5,16.4
vessel,1362516624,1,1673,1
wind_speed,1362516684,25.2,-46.8,2.7
vessel,1362516804,19,1579,66
vessel,1362516924,9,1283,52
wind_speed,1362517044,48.9,-30.3,15.9
wind_speed,1362517104,36.1,-47.5,0.1
vessel,1362517104,18,1457,93
vessel,1362517104,0,1216,51
wind_speed,1362517284,25.2,-46.8,3.7
wind_speed,1362517464,30.9,-19.2,13.1
wind_speed,1362517464,30.9,-19.2,17.2
wind_speed,1362517944,36.1,-47.5,15.6
vessel,1362518004,16,1386,38
wind_speed,1362518064,30.9,-19.2,11.9
wind_speed,1362518064,25.2,-46.8,13.0
vessel,1362518124,15,1239,51
vessel,1362518184,0,1442,6
vessel,1362518244,3,1138,24
vessel,1362518304,8,1807,78
wind_speed,1362518304,25.2,-46.8,11.2
vessel,1362518364,5,1854,7
wind_speed,1362518364,48.9,-30.3,10.4
wind_speed,1362518424,36.1,-47.5,8.8
vessel,1362518484,16,1483,70
vessel,1362518484,10,1680,79
wind_speed,1362518484,25.2,-46.8,10.6
vessel,1362519024,18,1322,62
vessel,1362519384,4,1559,95
wind_speed,1362519384,48.9,-30.3,2.8
vessel,1362519444,23,1457,54
wind_speed,1362519504,48.9,-30.3,13.9
vessel,1362519504,7,1507,8
vessel,1362519564,3,1006,20
wind_speed,1362519684,48.9,-30.3,0.3
wind_speed,1362519804,36.1,-47.5,15.7
wind_speed,1362519984,25.2,-46.8,0.4
wind_speed,1362520044,30.9,-19.2,10.5
vessel,1362520104,18,1279,40
wind_speed,1362520104,25.2,-46.8,7.1
wind_speed,1362520104,30.9,-19.2,9.2
wind_speed,1362520164,36.1,-47.5,16.1
vessel,1362520344,10,1530,95
wind_speed,1362520344,30.9,-19.2,7.0
vessel,1362520344,9,1532,55
wind_speed,1362520524,30.9,-19.2,0.7
wind_speed,1362520584,30.9,-19.2,18.2
vessel,1362520644,16,1823,81
vessel,1362520644,12,1504,82
vessel,1362520824,23,1460,9
vessel,1362520944,19,1968,77
wind_speed,1362521124,25.2,-46.8,2.8
vessel,1362521184,23,1606,54
vessel,1362521364,17,1392,46
vessel,1362521424,10,1847,91
wind_speed,1362521484,48.9,-30.3,15.5
vessel,1362521544,16,1466,19
vessel,1362521604,7,1091,90
wind_speed,1362521664,36.1,-47.5,17.8
wind_speed,1362521664,36.1,-47.5,11.4
vessel,1362521664,2,1519,34
wind_speed,1362521664,48.9,-30.3,4.9
wind_speed,1362521844,25.2,-46.8,2.5
vessel,1362521964,23,1699,12
wind_speed,1362522024,36.1,-47.5,8.7
wind_speed,1362522084,36.1,-47.5,8.8
vessel,1362522084,16,1689,13
vessel,1362522204,10,1307,42
wind_speed,1362522204,36.1,-47.5,3.4
wind_speed,1362522324,25.2,-46.8,15.3
wind_speed,1362522384,25.2,-46.8,0.0
wind_speed,1362522384,30.9,-19.2,17.1
vessel,1362522564,2,1530,8
wind_speed,1362522624,36.1,-47.5,16.1
wind_speed,1362522624,36.1,-47.5,0.6
vessel,1362522684,3,1215,76
vessel,1362522684,8,1724,80
vessel,1362522744,1,1365,30
vessel,1362522804,16,1479,59
wind_speed,1362522804,36.1,-47.5,19.4
vessel,1362522804,10,1894,79
vessel,1362522864,1,1287,33
vessel,1362522864,2,1361,46
wind_speed,1362522864,25.2,-46.8,5.8
vessel,1362522864,14,1564,4
vessel,1362522864,0,1497,52
wind_speed,1362522924,48.9,-30.3,4.2
wind_speed,1362523104,36.1,-47.5,1.6
vessel,1362523164,20,1206,65
wind_speed,1362523464,36.1,-47.5,7.8
wind_speed,1362523464,36.1,-47.5,4.9
vessel,1362523524,4,1284,6
vessel,1362523644,5,1190,22
wind_speed,1362523644,30.9,-19.2,8.3
vessel,1362523704,14,1265,59
vessel,1362523704,14,1089,3
vessel,1362523764,4,1230,15
wind_speed,1362523824,36.1,-47.5,4.1
wind_speed,1362523824,30.9,-19.2,11.8
wind_speed,1362523824,36.1,-47.5,3.9
wind_speed,1362523824,48.9,-30.3,7.8
wind_speed,1362523944,48.9,-30.3,19.2
vessel,1362524004,7,1657,70
vessel,1362524064,12,1299,74
vessel,1362524064,0,1585,54
wind_speed,1362524124,48.9,-30.3,14.9
wind_speed,1362524184,25.2,-46.8,2.5
vessel,1362524244,0,1260,13
vessel,1362524604,18,1629,49
vessel,1362524604,22,1354,2
wind_speed,1362525024,48.9,-30.3,5.7
vessel,1362525084,1,1182,60
vessel,1362525204,4,1872,87
vessel,1362525264,9,1112,97
vessel,1362525264,7,1567,17
wind_speed,1362525444,30.9,-19.2,15.0
vessel,1362525564,6,1543,7
vessel,1362525624,15,1503,82
wind_speed,1362525624,36.1,-47.5,19.2
vessel,1362525744,10,1872,17
wind_speed,1362525744,48.9,-30.3,13.1
vessel,1362525804,21,1018,63
vessel,1362525984,19,1256,69
wind_speed,1362526224,48.9,-30.3,9.7
vessel,1362526344,7,1807,77
vessel,1362526464,2,1223,48
vessel,1362526524,1,1884,88
vessel,1362526584,24,1815,74
vessel,1362526764,18,1320,76
wind_speed,1362526764,25.2,-46.8,1.9
wind_speed,1362527004,25.2,-46.8,0.9
vessel,1362527004,13,1233,71
wind_speed,1362527064,25.2,-46.8,16.5
wind_speed,1362527244,36.1,-47.5,13.5
vessel,1362527244,21,1046,79
wind_speed,1362527304,48.9,-30.3,11.6
wind_speed,1362527424,48.9,-30.3,18.4
vessel,1362527424,23,1456,11
wind_speed,1362527484,36.1,-47.5,8.4
vessel,1362527604,3,1271,32
vessel,1362527664,24,1015,89
vessel,1362527664,12,1750,67
vessel,1362527724,12,1177,99
wind_speed,1362527784,48.9,-30.3,14.6
vessel,1362527844,21,1301,88
vessel,1362527964,22,1121,85
vessel,1362527964,11,1511,36
vessel,1362528204,20,1352,16
wind_speed,1362528264,30.9,-19.2,12.2
wind_speed,1362528384,30.9,-19.2,15.1
wind_speed,1362528384,25.2,-46.8,2.9
vessel,1362528504,6,1550,99
vessel,1362528564,11,1984,47
wind_speed,1362528684,48.9,-30.3,5.0
wind_speed,1362528744,36.1,-47.5,6.5
vessel,1362528804,14,1706,28
wind_speed,1362528864,36.1,-47.5,17.0
wind_speed,1362528924,48.9,-30.3,11.8
vessel,1362529044,24,1529,52
wind_speed,1362529104,25.2,-46.8,18.5
wind_speed,1362529164,36.1,-47.5,18.8
wind_speed,1362529164,30.9,-19.2,15.9
wind_speed,1362529404,25.2,-46.8,17.1
vessel,1362529464,7,1542,41
wind_speed,1362529524,30.9,-19.2,6.9
vessel,1362529644,0,1522,51
wind_speed,1362529704,30.9,-19.2,3.4
vessel,1362529884,11,1304,70
vessel,1362529884,24,1547,83
wind_speed,1362530004,30.9,-19.2,3.0
vessel,1362530004,1,1127,94
vessel,1362530124,13,1302,41
vessel,1362530424,1,1103,97
wind_speed,1362530544,48.9,-30.3,5.6
wind_speed,1362530544,36.1,-47.5,0.2
wind_speed,1362530544,30.9,-19.2,9.8
wind_speed,1362530604,30.9,-19.2,5.5
vessel,1362530604,18,1848,45
wind_speed,1362530724,36.1,-47.5,17.4
wind_speed,1362530784,48.9,-30.3,15.9
wind_speed,1362530844,36.1,-47.5,13.0
vessel,1362530844,14,1898,47
vessel,1362530904,15,1563,13
vessel,1362530904,5,1478,19
vessel,1362530904,4,1971,2
wind_speed,1362530964,30.9,-19.2,4.2
vessel,1362530964,21,1585,41
wind_speed,1362531024,25.2,-46.8,3.6
wind_speed,1362531024,36.1,-47.5,6.4
wind_speed,1362531024,30.9,-19.2,17.3
vessel,1362531024,23,1447,36
vessel,1362531024,9,1882,80
vessel,1362531264,9,1667,69
vessel,1362531264,16,1101,16
wind_speed,1362531324,25.2,-46.8,7.7
vessel,1362531324,21,1659,57
wind_speed,1362531564,48.9,-30.3,11.0
vessel,1362531624,16,1358,11
wind_speed,1362531864,25.2,-46.8,15.0
wind_speed,1362531864,36.1,-47.5,17.4
wind_speed,1362531924,25.2,-46.8,11.4
wind_speed,1362532104,36.1,-47.5,19.9
wind_speed,1362532164,36.1,-47.5,11.9
vessel,1362532224,19,1795,85
wind_speed,1362532224,30.9,-19.2,5.6
vessel,1362532284,3,1960,97
vessel,1362532464,5,1437,51
wind_speed,1362532644,25.2,-46.8,17.8
wind_speed,1362532764,48.9,-30.3,11.4
wind_speed,1362532944,25.2,-46.8,13.4
vessel,1362532944,1,1140,13
vessel,1362533064,2,1057,93
wind_speed,1362533064,30.9,-19.2,14.6
wind_speed,1362533184,30.9,-19.2,5.2
wind_speed,1362533184,36.1,-47.5,10.5
vessel,1362533364,8,1436,24
vessel,1362533364,20,1215,31
wind_speed,1362533424,25.2,-46.8,18.0
wind_speed,1362533424,30.9,-19.2,4.2
vessel,1362533544,10,1879,57
wind_speed,1362533664,25.2,-46.8,8.2
vessel,1362533664,15,1741,21
vessel,1362533844,22,1081,68
wind_speed,1362533964,25.2,-46.8,8.2
wind_speed,1362534384,25.2,-46.8,12.2
vessel,1362534684,12,1142,89
wind_speed,1362534684,30.9,-19.2,19.1
vessel,1362534684,4,1036,55
vessel,1362534684,20,1616,86
wind_speed,1362534744,25.2,-46.8,0.3
vessel,1362534744,4,1034,31
vessel,1362535044,18,1415,14
wind_speed,1362535104,48.9,-30.3,17.7
vessel,1362535524,1,1923,21
wind_speed,1362535524,48.9,-30.3,19.7
vessel,1362535644,6,1681,91
vessel,1362535704,12,1796,53
vessel,1362535944,24,1831,49
vessel,1362536004,16,1384,86
wind_speed,1362536184,25.2,-46.8,0.0
wind_speed,1362536244,30.9,-19.2,3.4
wind_speed,1362536244,30.9,-19.2,10.1
wind_speed,1362536304,30.9,-19.2,5.5
vessel,1362536304,21,1988,0
wind_speed,1362536364,48.9,-30.3,15.4
wind_speed,1362536364,25.2,-46.8,0.8
wind_speed,1362536484,25.2,-46.8,6.7
wind_speed,1362536544,30.9,-19.2,8.5
wind_speed,1362536664,36.1,-47.5,10.1
wind_speed,1362536724,30.9,-19.2,0.1
vessel,1362536724,17,1008,76
wind_speed,1362536964,36.1,-47.5,2.0
wind_speed,1362537024,30.9,-19.2,6.2
wind_speed,1362537024,30.9,-19.2,3.0
wind_speed,1362537084,25.2,-46.8,11.8
vessel,1362537144,23,1201,57
wind_speed,1362537204,25.2,-46.8,19.9
wind_speed,1362537264,48.9,-30.3,12.0
wind_speed,1362537324,48.9,-30.3,5.9
vessel,1362537384,17,1704,48
wind_speed,1362537384,25.2,-46.8,18.6
vessel,1362537504,3,1328,85
vessel,1362537684,6,1646,61
wind_speed,1362538044,25.2,-46.8,14.0
wind_speed,1362538044,25.2,-46.8,18.0
vessel,1362538104,21,1638,8
wind_speed,1362538164,48.9,-30.3,3.8
vessel,1362538224,16,1897,64
vessel,1362538404,8,1695,38
vessel,1362538464,22,1405,38
vessel,1362538524,14,1034,68
vessel,1362538584,15,1728,23
wind_speed,1362538644,48.9,-30.3,6.9
wind_speed,1362538824,25.2,-46.8,19.7
wind_speed,1362538944,48.9,-30.3,7.1
vessel,1362539004,7,1879,36
wind_speed,1362539184,30.9,-19.2,12.1
vessel,1362539244,23,1388,4
vessel,1362539304,20,1489,47
wind_speed,1362539364,48.9,-30.3,14.4
wind_speed,1362539424,48.9,-30.3,1.8
wind_speed,1362539424,25.2,-46.8,14.9
wind_speed,1362539424,30.9,-19.2,5.9
wind_speed,1362539424,36.1,-47.5,0.6
vessel,1362539664,9,1273,66
wind_speed,1362539844,36.1,-47.5,5.7
vessel,1362539904,23,1294,79
vessel,1362539964,11,1892,33
wind_speed,1362539964,25.2,-46.8,17.2
wind_speed,1362540024,48.9,-30.3,7.9
vessel,1362540444,4,1039,26
wind_speed,1362540444,25.2,-46.8,8.8
vessel,1362540504,21,1007,55
wind_speed,1362540624,30.9,-19.2,4.6
wind_speed,1362540744,30.9,-19.2,19.4
wind_speed,1362541104,30.9,-19.2,3.3
vessel,1362541164,13,1357,95
wind_speed,1362541284,30.9,-19.2,10.4
vessel,1362541284,11,1619,71
vessel,1362541284,19,1112,3
wind_speed,1362541524,25.2,-46.8,3.8
vessel,1362541644,1,1229,93
vessel,1362541704,11,1090,4
wind_speed,1362541764,36.1,-47.5,2.0
vessel,1362541764,6,1252,10
wind_speed,1362541764,36.1,-47.5,2.9
wind_speed,1362541884,36.1,-47.5,1.8
wind_speed,1362542064,30.9,-19.2,19.3
vessel,1362542064,19,1265,66
vessel,1362542184,8,1989,49
vessel,1362542184,18,1772,38
vessel,1362542184,8,1355,55
wind_speed,1362542304,36.1,-47.5,17.4
wind_speed,1362542424,25.2,-46.8,0.7
vessel,1362542484,13,1457,7
vessel,1362542724,15,1847,10
wind_speed,1362542784,36.1,-47.5,14.1
vessel,1362542844,0,1109,18
vessel,1362542964,22,1369,65
vessel,1362543084,12,1418,23
wind_speed,1362543144,25.2,-46.8,4.1
vessel,1362543264,24,1946,92
vessel,1362543324,8,1665,71
wind_speed,1362543384,36.1,-47.5,17.7
wind_speed,1362543504,30.9,-19.2,0.0
wind_speed,1362543504,25.2,-46.8,19.1
wind_speed,1362543504,25.2,-46.8,13.2
vessel,1362543504,8,1144,56
vessel,1362543624,18,1936,93
vessel,1362543804,7,1820,21
vessel,1362543804,13,1256,66
vessel,1362543804,7,1766,4
vessel,1362544044,15,1769,68
wind_speed,1362544044,30.9,-19.2,9.6
vessel,1362544104,5,1562,11
wind_speed,1362544164,30.9,-19.2,17.3
vessel,1362544164,18,1747,13
wind_speed,1362544224,36.1,-47.5,0.1
wind_speed,1362544224,36.1,-47.5,4.9
vessel,1362544284,19,1928,62
vessel,1362544344,8,1527,52
vessel,1362544584,11,1203,64
wind_speed,1362544704,48.9,-30.3,6.8
wind_speed,1362544824,30.9,-19.2,8.3
wind_speed,1362544884,36.1,-47.5,16.4
vessel,1362544944,9,1577,40
vessel,1362545004,3,1552,21
vessel,1362545004,11,1619,55
wind_speed,1362545004,30.9,-19.2,8.5
vessel,1362545124,1,1322,73
wind_speed,1362545424,30.9,-19.2,8.6
vessel,1362545724,6,1181,65
vessel,1362545784,4,1521,0
wind_speed,1362545964,48.9,-30.3,13.1
vessel,1362545964,3,1135,58
wind_speed,1362546084,48.9,-30.3,13.7
wind_speed,1362546204,25.2,-46.8,9.8
wind_speed,1362546684,48.9,-30.3,10.3
wind_speed,1362546744,48.9,-30.3,0.2
wind_speed,1362546924,48.9,-30.3,10.3
wind_speed,1362546984,25.2,-46.8,11.4
wind_speed,1362547104,25.2,-46.8,8.6
vessel,1362547224,7,1397,28
wind_speed,1362547344,48.9,-30.3,8.5
wind_speed,1362547344,36.1,-47.5,3.4
wind_speed,1362547524,25.2,-46.8,10.8
wind_speed,1362547704,25.2,-46.8,12.6
wind_speed,1362547884,48.9,-30.3,7.1
vessel,1362547884,20,1648,75
wind_speed,1362547884,30.9,-19.2,3.1
wind_speed,1362547944,48.9,-30.3,11.2
wind_speed,1362548004,25.2,-46.8,2.7
wind_speed,1362548184,48.9,-30.3,10.1
vessel,1362548364,13,1138,1
wind_speed,1362548364,48.9,-30.3,8.8
wind_speed,1362548424,25.2,-46.8,15.2
vessel,1362548424,20,1221,15
wind_speed,1362548424,25.2,-46.8,9.8
wind_speed,1362548484,36.1,-47.5,13.6
vessel,1362548604,12,1447,67
vessel,1362548604,19,1411,6
vessel,1362548844,3,1509,7
wind_speed,1362548904,30.9,-19.2,6.7
vessel,1362548904,7,1012,9
vessel,1362549144,7,1041,49
vessel,1362549204,8,1213,22
vessel,1362549264,2,1422,19
vessel,1362549264,18,1018,56
wind_speed,1362549264,36.1,-47.5,13.1
wind_speed,1362549384,36.1,-47.5,0.3
vessel,1362549444,13,1794,19
wind_speed,1362549624,48.9,-30.3,1.2
wind_speed,1362549624,25.2,-46.8,5.1
wind_speed,1362549684,25.2,-46.8,11.9
wind_speed,1362549804,30.9,-19.2,1.0
wind_speed,1362549804,36.1,-47.5,5.7
vessel,1362549924,20,1817,24
wind_speed,1362549984,48.9,-30.3,15.5
wind_speed,1362549984,48.9,-30.3,6.0
vessel,1362550044,5,1029,17
vessel,1362550164,3,1318,2
wind_speed,1362550284,30.9,-19.2,15.5
wind_speed,1362550524,36.1,-47.5,17.5
vessel,1362550524,23,1343,19
wind_speed,1362550704,48.9,-30.3,10.2
wind_speed,1362551004,30.9,-19.2,14.9
wind_speed,1362551004,36.1,-47.5,19.1
wind_speed,1362551004,48.9,-30.3,13.4
wind_speed,1362551124,36.1,-47.5,15.1
wind_speed,1362551244,48.9,-30.3,15.3
wind_speed,1362551244,30.9,-19.2,17.7
wind_speed,1362551304,48.9,-30.3,3.9
wind_speed,1362551304,48.9,-30.3,4.9
wind_speed,1362551364,30.9,-19.2,16.0
vessel,1362551604,11,1403,23
wind_speed,1362551724,48.9,-30.3,12.0
wind_speed,1362551784,30.9,-19.2,13.4
vessel,1362551844,23,1703,64
wind_speed,1362551844,36.1,-47.5,19.9
vessel,1362551904,22,1276,8
vessel,1362552024,19,1316,75
vessel,1362552024,8,1879,76
vessel,1362552024,17,1649,53
wind_speed,1362552084,36.1,-47.5,18.9
vessel,1362552144,18,1652,63
vessel,1362552144,7,1712,12
wind_speed,1362552204,30.9,-19.2,19.6
wind_speed,1362552204,25.2,-46.8,6.8
vessel,1362552384,16,1316,45
wind_speed,1362552444,48.9,-30.3,5.2
wind_speed,1362552444,36.1,-47.5,19.6
wind_speed,1362552804,48.9,-30.3,15.1
wind_speed,1362552804,48.9,-30.3,14.7
vessel,1362553044,8,1180,85
vessel,1362553104,17,1092,43
vessel,1362553164,1,1557,6
vessel,1362553164,12,1677,87
wind_speed,1362553284,48.9,-30.3,6.0
vessel,1362553404,8,1975,56
vessel,1362553644,9,1698,99
vessel,1362553704,12,1631,3
wind_speed,1362553764,48.9,-30.3,3.3
vessel,1362553884,2,1704,94
vessel,1362554064,5,1465,9
vessel,1362554064,0,1950,52
wind_speed,1362554184,48.9,-30.3,5.8
vessel,1362554244,12,1912,74
